date,goalCompletionLocation,goalPreviousStep1,goalPreviousStep2,goal3Completions,goal5Completions
2019-05-10,/courses/professional-software-development/thank-you-syllabus-download/,/courses/professional-software-development/,/courses/professional-software-development/curriculum/,1,0
2019-05-10,/courses/professional-software-development/thank-you-syllabus-download/,/courses/professional-software-development/,/glasgow/?fbclid=IwAR1SVFFG6_n38PFnh2124nwJahKqM3pSsSkCXeVAzZ8anpKWlSkXjSg7FhQ,0,0
2019-05-10,/data-analysis-announcement/data-analysis-thank-you-for-registering-interest/,/data-analysis-announcement/,(entrance),0,0
2019-05-10,/data-analysis-announcement/data-analysis-thank-you-for-registering-interest/,/data-analysis-announcement/data-course-application-process/,/data-analysis-announcement/,0,0
2019-05-10,/enquire/thank-you-for-your-enquiry/,/enquire/,/,0,0
2019-05-10,/events/info-taster-session-events/,/data-analysis-announcement/,/courses/edinburgh/,0,0
2019-05-11,/courses/professional-software-development/thank-you-syllabus-download/,/courses/professional-software-development/,/courses/professional-software-development/cost-and-funding/,0,1
2019-05-11,/courses/thank-you-for-joining-our-agile-for-effective-teams-course/,/courses/agile-for-effective-teams/,(entrance),0,1
2019-05-11,/courses/thank-you-for-your-application/,(entrance),(not set),1,0
2019-05-12,/courses/professional-software-development/thank-you-syllabus-download/,/courses/professional-software-development/,/courses/professional-software-development/curriculum/,0,1
2019-05-12,/courses/thank-you-for-your-application/,/courses/professional-software-development/apply/course_application_2,/courses/professional-software-development/apply/course_application_1,0,1
2019-05-12,/enquire/thank-you-for-your-enquiry/,/for-employers/become-a-partner/,/for-employers/,0,0
2019-05-12,/events/info-taster-session-events/,(entrance),(not set),0,0
2019-05-13,/courses/professional-software-development/thank-you-syllabus-download/,/courses/professional-software-development/,(entrance),1,0
2019-05-13,/courses/professional-software-development/thank-you-syllabus-download/,/courses/professional-software-development/,/courses/professional-software-development/career-support/,0,0
2019-05-13,/courses/thank-you-for-your-application/,/courses/professional-software-development/apply/course_application_2,/courses/professional-software-development/apply/course_application_1,0,0
2019-05-13,/enquire/thank-you-for-your-enquiry/,/enquire/,/data-analysis-announcement/,0,1
2019-05-14,/courses/professional-software-development/thank-you-syllabus-download/,/courses/professional-software-development/,/courses/professional-software-development/career-support/,0,0
2019-05-14,/courses/professional-software-development/thank-you-syllabus-download/,/courses/professional-software-development/,/courses/professional-software-development/cost-and-funding/,0,1
2019-05-14,/courses/professional-software-development/thank-you-syllabus-download/,/courses/professional-software-development/,/enquire/thank-you-for-your-enquiry/,0,0
2019-05-14,/courses/thank-you-for-your-application/,(entrance),(not set),0,0
2019-05-14,/courses/thank-you-for-your-application/,/courses/professional-software-development/apply/course_application_2,/courses/professional-software-development/apply/course_application_1,0,1
2019-05-14,/data-analysis-announcement/data-analysis-thank-you-for-registering-interest/,/data-analysis-announcement/,(entrance),0,0
2019-05-14,/data-analysis-announcement/data-analysis-thank-you-for-registering-interest/,/data-analysis-announcement/,/data-analysis-announcement/data-course-application-process/,0,0
2019-05-14,/enquire/thank-you-for-your-enquiry/,/enquire/,/courses/professional-software-development/cost-and-funding/,0,0
2019-05-14,/enquire/thank-you-for-your-enquiry/,/for-employers/become-a-partner/,/for-employers/,0,0
2019-05-14,/events/info-taster-session-events/,/courses/professional-software-development/,/courses/,0,1
2019-05-14,/events/info-taster-session-events/,/courses/professional-software-development/thank-you-syllabus-download/,/courses/professional-software-development/,0,0
2019-05-14,/events/info-taster-session-events/,/events/,/,0,0
2019-05-15,/enquire/thank-you-for-your-enquiry/,/for-employers/become-a-partner/,/,0,0
2019-05-15,/enquire/thank-you-for-your-enquiry/,/for-employers/become-a-partner/,/for-employers/hire-with-codeclan/,0,0
2019-05-16,/courses/professional-software-development/thank-you-syllabus-download/,/courses/professional-software-development/,/courses/professional-software-development/cost-and-funding/,0,0
2019-05-16,/data-analysis-announcement/data-analysis-thank-you-for-registering-interest/,/data-analysis-announcement/,/data-analysis-announcement/data-course-application-process/,0,1
2019-05-16,/events/info-taster-session-events/,/events/,(entrance),0,0
2019-05-16,/updates/newsletter-thank-you/,/,(entrance),0,0
2019-05-16,/updates/newsletter-thank-you/,/glasgow/,(entrance),0,1
2019-05-17,/courses/professional-software-development/thank-you-syllabus-download/,(entrance),(not set),0,0
2019-05-17,/courses/professional-software-development/thank-you-syllabus-download/,/courses/professional-software-development/,/courses/professional-software-development/cost-and-funding/,0,0
2019-05-17,/courses/professional-software-development/thank-you-syllabus-download/,/courses/professional-software-development/,/courses/professional-software-development/curriculum/,0,1
2019-05-17,/courses/thank-you-for-your-application/,(entrance),(not set),0,0
2019-05-17,/enquire/thank-you-for-your-enquiry/,/for-employers/become-a-partner/,/for-employers/hire-with-codeclan/,1,0
2019-05-17,/events/info-taster-session-events/,/blog/,(entrance),0,0
2019-05-17,/events/info-taster-session-events/,/courses/professional-software-development/?fbclid=IwAR0kGTG89HoWqAdp4fRxUaZHMrpLk22sjIn9PBw8M_ybCs6c9xUTYw-sooQ,(entrance),0,0
2019-05-17,/events/info-taster-session-events/,/enquire/,/events/partner-events/,0,0
2019-05-18,/courses/professional-software-development/thank-you-syllabus-download/,/courses/professional-software-development/,/courses/professional-software-development/,0,0
2019-05-18,/courses/thank-you-applying-web-development/,/courses/full-stack-web-development/apply-inverness/course_application_hie_2,/courses/full-stack-web-development/apply-inverness/course_application_hie_1,0,0
2019-05-18,/data-analysis-announcement/data-analysis-thank-you-for-registering-interest/,/data-analysis-announcement/apply-for-data-analysis/,/data-analysis-announcement/,2,0
2019-05-19,/courses/professional-software-development/thank-you-syllabus-download/,/courses/professional-software-development/,/,0,1
2019-05-19,/events/info-taster-session-events/,/courses/full-stack-web-development/,/courses/full-stack-web-development/,0,0
2019-05-19,/events/info-taster-session-events/,/courses/professional-software-development/,/glasgow/,0,0
2019-05-20,/courses/professional-software-development/thank-you-syllabus-download/,/courses/professional-software-development/,/courses/professional-software-development/apply/,0,0
2019-05-20,/courses/professional-software-development/thank-you-syllabus-download/,/courses/professional-software-development/,/courses/professional-software-development/cost-and-funding/,1,0
2019-05-20,/courses/thank-you-for-your-application/,(entrance),(not set),0,0
2019-05-20,/courses/thank-you-for-your-application/,/courses/professional-software-development/apply/course_application_2,/courses/professional-software-development/apply/course_application_1,0,1
2019-05-20,/data-analysis-announcement/data-analysis-thank-you-for-registering-interest/,/data-analysis-announcement/,/data-analysis-announcement/cost-and-funding/,0,0
2019-05-20,/enquire/thank-you-for-your-enquiry/,/enquire/,(entrance),0,1
2019-05-20,/events/info-taster-session-events/,/,(entrance),0,0
2019-05-20,/events/info-taster-session-events/,/courses/understanding-programming/,/courses/browse-all-course-dates/,0,0
2019-05-20,/events/info-taster-session-events/,/events/,/courses/professional-software-development/,0,0
2019-05-20,/updates/newsletter-thank-you/,/glasgow/,(entrance),0,0
2019-05-21,/courses/professional-software-development/thank-you-syllabus-download/,/courses/professional-software-development/,/edinburgh/,0,1
2019-05-21,/courses/thank-you-for-your-application/,/courses/edaid-apply/course_application_edaid_2,/courses/edaid-apply/course_application_edaid_1,1,0
2019-05-21,/enquire/thank-you-for-your-enquiry/,(entrance),(not set),0,0
2019-05-21,/events/info-taster-session-events/,/blog/,/,0,1
2019-05-22,/courses/professional-software-development/thank-you-syllabus-download/,(entrance),(not set),0,0
2019-05-22,/courses/professional-software-development/thank-you-syllabus-download/,/courses/professional-software-development/,/courses/professional-software-development/cost-and-funding/,0,1
2019-05-22,/courses/professional-software-development/thank-you-syllabus-download/,/courses/professional-software-development/,/courses/professional-software-development/curriculum/,0,0
2019-05-22,/data-analysis-announcement/data-analysis-thank-you-for-registering-interest/,(entrance),(not set),0,0
2019-05-22,/events/info-taster-session-events/,/courses/professional-software-development/,/courses/glasgow/,1,1
2019-05-22,/events/info-taster-session-events/,/events/,/,0,0
2019-05-23,/courses/professional-software-development/thank-you-syllabus-download/,/courses/professional-software-development/,/,0,0
2019-05-23,/courses/professional-software-development/thank-you-syllabus-download/,/courses/professional-software-development/,/courses/professional-software-development/curriculum/,0,0
2019-05-23,/courses/professional-software-development/thank-you-syllabus-download/,/courses/professional-software-development/,/data-analysis-announcement/,0,1
2019-05-23,/courses/thank-you-data-analysis-application/,(entrance),(not set),0,0
2019-05-23,/courses/thank-you-for-your-application/,/courses/professional-software-development/apply/course_application_2,/courses/professional-software-development/apply/course_application_1,0,0
2019-05-24,/courses/professional-software-development/thank-you-syllabus-download/,/courses/professional-software-development/,/courses/edinburgh/,0,1
2019-05-24,/courses/thank-you-applying-web-development/,(entrance),(not set),0,0
2019-05-24,/courses/thank-you-data-analysis-application/,/data-analysis-announcement/apply-for-data-analysis/data_analysis_application_2,/data-analysis-announcement/apply-for-data-analysis/data_analysis_application_1,1,1
2019-05-24,/courses/thank-you-for-your-application/,/courses/professional-software-development/apply/course_application_2,/courses/professional-software-development/apply/course_application_1,0,1
2019-05-24,/enquire/thank-you-for-your-enquiry/,/enquire/,/courses/professional-software-development/,0,0
2019-05-24,/enquire/thank-you-for-your-enquiry/,/for-employers/become-a-partner/,(entrance),0,0
2019-05-24,/events/info-taster-session-events/,/?elementor-preview=15&ver=1558711294,/,0,1
2019-05-24,/updates/newsletter-thank-you/,/,/blog/why-learn-coding/,0,0
2019-05-24,/updates/newsletter-thank-you/,/events/other-events/,/events/partner-events/,0,1
2019-05-24,/updates/newsletter-thank-you/,/glasgow/,(entrance),1,0
2019-05-25,/enquire/thank-you-for-your-enquiry/,/enquire/,/courses/edinburgh/,0,0
2019-05-25,/events/info-taster-session-events/,(entrance),(not set),0,1
2019-05-25,/updates/newsletter-thank-you/,/,/courses/professional-software-development/,0,1
2019-05-25,/updates/newsletter-thank-you/,/glasgow/,/,0,0
2019-05-26,/courses/thank-you-for-your-application/,/courses/professional-software-development/apply/course_application_2,/courses/professional-software-development/apply/course_application_1,1,0
2019-05-26,/data-analysis-announcement/data-analysis-thank-you-for-registering-interest/,/data-analysis-announcement/,/data-analysis-announcement/apply-for-data-analysis/,1,0
2019-05-26,/events/info-taster-session-events/,/events/info-taster-session-events/,/courses/professional-software-development/,0,0
2019-05-26,/events/info-taster-session-events/,/events/info-taster-session-events/,/events/info-taster-session-events/,0,0
2019-05-27,/data-analysis-announcement/,/events/info-taster-session-events/,(entrance),0,1
2019-05-27,/enquire/thank-you-for-your-enquiry/,/courses/professional-software-development/curriculum/,/for-employers/become-a-partner/,2,0
2019-05-27,/events/info-taster-session-events/,/,(entrance),0,1
2019-05-27,/events/info-taster-session-events/,/courses/professional-software-development/,/,0,1
2019-05-28,/courses/professional-software-development/thank-you-syllabus-download/,/courses/professional-software-development/,/courses/professional-software-development/apply/,0,1
2019-05-28,/courses/professional-software-development/thank-you-syllabus-download/,/courses/professional-software-development/,/courses/professional-software-development/cost-and-funding/,0,2
2019-05-28,/courses/professional-software-development/thank-you-syllabus-download/,/courses/professional-software-development/,/courses/professional-software-development/curriculum/,0,0
2019-05-28,/data-analysis-announcement/data-analysis-thank-you-for-registering-interest/,/data-analysis-announcement/,/data-analysis-announcement/apply-for-data-analysis/data_analysis_application_2,1,0
2019-05-28,/enquire/thank-you-for-your-enquiry/,/for-employers/become-a-partner/,/courses/full-stack-web-development/,0,1
2019-05-28,/events/info-taster-session-events/,(entrance),(not set),0,1
2019-05-28,/events/info-taster-session-events/,/,/courses/,0,0
2019-05-28,/events/info-taster-session-events/,/courses/professional-software-development/,/courses/glasgow/,0,0
2019-05-28,/events/info-taster-session-events/,/courses/professional-software-development/,/glasgow/,0,1
2019-05-28,/events/info-taster-session-events/,/events/,/,0,0
2019-05-28,/events/info-taster-session-events/,/events/,/courses/professional-software-development/,0,0
2019-05-28,/updates/newsletter-thank-you/,/blog/digital-development-loan/,/for-employers/upskill-your-staff/,0,0
2019-05-29,/courses/thank-you-for-your-application/,(entrance),(not set),0,0
2019-05-29,/enquire/thank-you-for-your-enquiry/,/enquire/,/courses/ux-design-fundamentals/,0,0
2019-05-30,/courses/professional-software-development/thank-you-syllabus-download/,(entrance),(not set),0,1
2019-05-30,/courses/professional-software-development/thank-you-syllabus-download/,/courses/professional-software-development/,/courses/edinburgh/,0,1
2019-05-30,/courses/professional-software-development/thank-you-syllabus-download/,/courses/professional-software-development/,/courses/professional-software-development/,0,0
2019-05-30,/courses/professional-software-development/thank-you-syllabus-download/,/courses/professional-software-development/,/courses/professional-software-development/curriculum/,1,0
2019-05-30,/courses/thank-you-applying-web-development/,/courses/full-stack-web-development/apply-inverness/course_application_hie_2,/courses/full-stack-web-development/apply-inverness/course_application_hie_1,0,1
2019-05-30,/courses/thank-you-data-analysis-application/,/data-analysis-announcement/apply-for-data-analysis/data_analysis_application_2,/data-analysis-announcement/apply-for-data-analysis/data_analysis_application_1,0,0
2019-05-30,/courses/thank-you-for-joining-our-understanding-programming-course/,/courses/understanding-programming/,/courses/edinburgh/,0,0
2019-05-30,/courses/thank-you-for-your-application/,/courses/professional-software-development/apply/course_application_2,/courses/professional-software-development/apply/course_application_1,0,0
2019-05-30,/events/info-taster-session-events/,/courses/professional-software-development/,/,0,2
2019-05-30,/events/info-taster-session-events/,/courses/professional-software-development/,/courses/glasgow/,0,0
2019-05-30,/events/info-taster-session-events/,/courses/professional-software-development/,/courses/professional-software-development/apply/,0,0
2019-05-31,/courses/professional-software-development/thank-you-syllabus-download/,/courses/professional-software-development/,/,0,1
2019-05-31,/courses/professional-software-development/thank-you-syllabus-download/,/courses/professional-software-development/,/courses/professional-software-development/cost-and-funding/,0,0
2019-05-31,/courses/thank-you-data-analysis-application/,(entrance),(not set),0,0
2019-05-31,/courses/thank-you-for-your-application/,(entrance),(not set),0,1
2019-05-31,/courses/thank-you-for-your-application/,/courses/professional-software-development/apply/course_application_2,/courses/professional-software-development/apply/course_application_1,0,0
2019-05-31,/enquire/thank-you-for-your-enquiry/,/enquire/,/courses/ux-design-fundamentals/,0,0
2019-05-31,/events/info-taster-session-events/,/courses/professional-software-development/,/courses/professional-software-development/apply/,0,0
2019-05-31,/events/info-taster-session-events/,/courses/professional-software-development/,/courses/professional-software-development/thank-you-syllabus-download/,0,0
2019-06-01,/courses/professional-software-development/thank-you-syllabus-download/,/courses/professional-software-development/,/courses/professional-software-development/curriculum/,0,0
2019-06-01,/events/info-taster-session-events/,/courses/professional-software-development/,/courses/,0,0
2019-06-01,/updates/newsletter-thank-you/,/,(entrance),0,0
2019-06-02,/courses/professional-software-development/thank-you-syllabus-download/,/courses/professional-software-development/,/courses/professional-software-development/curriculum/,1,0
2019-06-02,/courses/thank-you-data-analysis-application/,(entrance),(not set),0,1
2019-06-02,/events/info-taster-session-events/,/glasgow/,/,1,0
2019-06-03,/courses/professional-software-development/thank-you-syllabus-download/,/courses/professional-software-development/,/courses/professional-software-development/,1,3
2019-06-03,/courses/professional-software-development/thank-you-syllabus-download/,/courses/professional-software-development/,/courses/professional-software-development/curriculum/,0,0
2019-06-03,/courses/thank-you-for-joining-our-understanding-programming-course/,/courses/understanding-programming/,(entrance),0,0
2019-06-03,/data-analysis-announcement/data-analysis-thank-you-for-registering-interest/,/data-analysis-announcement/,/courses/,1,0
2019-06-03,/events/info-taster-session-events/,/,(entrance),0,1
2019-06-03,/events/info-taster-session-events/,/courses/professional-software-development/,/courses/professional-software-development/,0,1
2019-06-03,/updates/newsletter-thank-you/,/about-us/join-us/,/about-us/become-a-data-instructor/,0,0
2019-06-03,/updates/newsletter-thank-you/,/blog/,/courses/bespoke-courses/,0,0
2019-06-04,/courses/professional-software-development/thank-you-syllabus-download/,/courses/professional-software-development/,/courses/professional-software-development/career-support/,0,0
2019-06-04,/courses/professional-software-development/thank-you-syllabus-download/,/courses/professional-software-development/,/courses/professional-software-development/curriculum/,0,0
2019-06-04,/courses/thank-you-for-your-application/,(entrance),(not set),0,0
2019-06-04,/data-analysis-announcement/data-analysis-thank-you-for-registering-interest/,/data-analysis-announcement/,(entrance),0,0
2019-06-04,/enquire/thank-you-for-your-enquiry/,/enquire/,/,0,0
2019-06-04,/enquire/thank-you-for-your-enquiry/,/enquire/,/courses/full-stack-web-development/apply-inverness/,1,0
2019-06-04,/events/info-taster-session-events/,/courses/professional-software-development/cost-and-funding/,(entrance),0,0
2019-06-04,/events/info-taster-session-events/,/courses/professional-software-development/thank-you-syllabus-download/,/courses/professional-software-development/,0,0
2019-06-04,/updates/newsletter-thank-you/,/about-us/join-us/,/highlands-academy/,0,0
2019-06-04,/updates/newsletter-thank-you/,/blog/codeclan-students-meet-employers-at-speed-networking-event/,(entrance),0,0
2019-06-05,/courses/professional-software-development/thank-you-syllabus-download/,/courses/professional-software-development/,/courses/professional-software-development/cost-and-funding/,0,0
2019-06-05,/courses/professional-software-development/thank-you-syllabus-download/,/courses/professional-software-development/,/courses/professional-software-development/cost-and-funding/?mc_cid=fd09f18f12&mc_eid=70e12e565e,0,0
2019-06-05,/courses/professional-software-development/thank-you-syllabus-download/,/courses/professional-software-development/,/courses/professional-software-development/curriculum/,0,0
2019-06-05,/courses/thank-you-for-your-application/,/courses/professional-software-development/apply/course_application_2,/courses/professional-software-development/apply/course_application_1,0,0
2019-06-06,/courses/professional-software-development/thank-you-syllabus-download/,/courses/professional-software-development/,/courses/professional-software-development/curriculum/,1,0
2019-06-06,/courses/thank-you-data-analysis-application/,(entrance),(not set),0,0
2019-06-06,/courses/thank-you-for-your-application/,(entrance),(not set),0,0
2019-06-06,/courses/thank-you-for-your-application/,/courses/professional-software-development/apply/course_application_2,/courses/professional-software-development/apply/course_application_1,0,0
2019-06-06,/data-analysis-announcement/data-analysis-thank-you-for-registering-interest/,/data-analysis-announcement/,/data-analysis-announcement/cost-and-funding/,0,0
2019-06-06,/enquire/thank-you-for-your-enquiry/,/for-employers/become-a-partner/,/for-employers/,0,0
2019-06-06,/events/info-taster-session-events/,/,/?elementor-preview=15&ver=1559811288,0,0
2019-06-06,/events/info-taster-session-events/,/events/,/,0,0
2019-06-07,/courses/professional-software-development/thank-you-syllabus-download/,/courses/professional-software-development/,/courses/professional-software-development/,0,0
2019-06-07,/courses/professional-software-development/thank-you-syllabus-download/,/courses/professional-software-development/,/courses/professional-software-development/curriculum/,0,0
2019-06-07,/courses/thank-you-data-analysis-application/,/data-analysis-announcement/apply-for-data-analysis/data_analysis_application_2,/data-analysis-announcement/apply-for-data-analysis/data_analysis_application_1,0,0
2019-06-07,/courses/thank-you-for-your-application/,/courses/professional-software-development/apply/course_application_2,/courses/professional-software-development/apply/course_application_1,0,0
2019-06-07,/enquire/thank-you-for-your-enquiry/,/enquire/,/,0,1
2019-06-08,/courses/thank-you-for-joining-our-agile-for-effective-teams-course/,/courses/agile-for-effective-teams/,/courses/,0,0
2019-06-08,/data-analysis-announcement/data-analysis-thank-you-for-registering-interest/,/data-analysis-announcement/,/courses/,0,1
2019-06-08,/events/info-taster-session-events/,/courses/professional-software-development/,(entrance),0,0
2019-06-09,/courses/professional-software-development/thank-you-syllabus-download/,/courses/professional-software-development/,/glasgow/,0,0
2019-06-09,/events/info-taster-session-events/?mc_cid=39d929350b&mc_eid=8330f6f53b,(entrance),(not set),0,0
2019-06-09,/events/info-taster-session-events/?preview_nonce=bcc21e56c4&preview=true,/events/info-taster-session-events/?elementor-preview=15742&ver=1560108959,/events/info-taster-session-events/,0,1
2019-06-10,/courses/professional-software-development/thank-you-syllabus-download/,/courses/professional-software-development/?fbclid=IwAR2z9VMcGLefqNNUk6ql_dUDosHw8vByHCw0VWlnKisY0lv5PQsijhPzPcI,(entrance),0,1
2019-06-10,/courses/thank-you-for-your-application/,/courses/professional-software-development/apply/course_application_2,/courses/professional-software-development/apply/course_application_1,0,0
2019-06-10,/enquire/thank-you-for-your-enquiry/,/enquire/,/,0,1
2019-06-10,/enquire/thank-you-for-your-enquiry/,/enquire/,/courses/ux-design-fundamentals/,0,1
2019-06-10,/events/info-taster-session-events/?mc_cid=39d929350b&mc_eid=a53e91db96,(entrance),(not set),0,0
2019-06-10,/updates/newsletter-thank-you/,/,(entrance),0,1
2019-06-10,/updates/newsletter-thank-you/,/blog/new-career-in-tech-autumn/,/,0,1
2019-06-11,/courses/thank-you-for-your-application/,/courses/professional-software-development/apply/course_application_2,/courses/professional-software-development/apply/course_application_1,0,0
2019-06-12,/blog/why-learn-coding/coding-guide-download/,/coding-guide-download/,/,0,0
2019-06-12,/courses/professional-software-development/thank-you-syllabus-download/,/courses/professional-software-development/,/courses/professional-software-development/curriculum/,1,1
2019-06-12,/courses/thank-you-for-joining-our-understanding-programming-course/,/courses/understanding-programming/,/courses/edinburgh/,0,0
2019-06-12,/courses/thank-you-for-your-application/,(entrance),(not set),0,1
2019-06-12,/courses/thank-you-for-your-application/,/courses/professional-software-development/apply/course_application_2,/courses/professional-software-development/apply/course_application_1,0,0
2019-06-12,/enquire/thank-you-for-your-enquiry/,/for-employers/become-a-partner/,/for-employers/,0,0
2019-06-13,/blog/why-learn-coding/coding-guide-download/,/blog/why-learn-coding/,/,0,0
2019-06-13,/courses/professional-software-development/thank-you-syllabus-download/,/courses/professional-software-development/,(entrance),0,0
2019-06-13,/courses/professional-software-development/thank-you-syllabus-download/,/courses/professional-software-development/,/courses/professional-software-development/curriculum/,0,1
2019-06-13,/courses/professional-software-development/thank-you-syllabus-download/,/courses/professional-software-development/?mc_cid=2371f5b213&mc_eid=7c9d1b95d2,(entrance),0,1
2019-06-13,/courses/thank-you-for-your-application/,(entrance),(not set),0,0
2019-06-13,/courses/thank-you-for-your-application/,/courses/professional-software-development/apply/course_application_2,/courses/professional-software-development/apply/course_application_1,1,0
2019-06-13,/events/info-taster-session-events/,/the-codeclan-experience/,/courses/professional-software-development/student-projects/,0,0
2019-06-13,/updates/newsletter-thank-you/,/,(entrance),0,0
2019-06-14,/courses/professional-software-development/thank-you-syllabus-download/,/courses/professional-software-development/,(entrance),0,1
2019-06-14,/courses/professional-software-development/thank-you-syllabus-download/,/courses/professional-software-development/,/courses/professional-software-development/cost-and-funding/,1,0
2019-06-14,/courses/thank-you-data-analysis-application/,/data-analysis-announcement/apply-for-data-analysis/data_analysis_application_2,/data-analysis-announcement/apply-for-data-analysis/data_analysis_application_1,0,0
2019-06-14,/courses/thank-you-for-joining-our-understanding-programming-course/,(entrance),(not set),0,1
2019-06-14,/courses/thank-you-for-your-application/,/courses/professional-software-development/apply/course_application_2,/courses/professional-software-development/apply/course_application_1,0,0
2019-06-14,/enquire/thank-you-for-your-enquiry/,/enquire/,/,0,0
2019-06-14,/events/info-taster-session-events/,/courses/professional-software-development/,/,0,0
2019-06-15,/courses/professional-software-development/thank-you-syllabus-download/,(entrance),(not set),0,0
2019-06-15,/courses/professional-software-development/thank-you-syllabus-download/,/courses/professional-software-development/,/courses/professional-software-development/curriculum/,0,0
2019-06-15,/enquire/thank-you-for-your-enquiry/,/enquire/,/,0,1
2019-06-15,/events/info-taster-session-events/,/blog/apply-immersive-programming-course/,/blog/new-career-in-tech-autumn/,1,0
2019-06-15,/events/info-taster-session-events/,/events/,/events/info-taster-session-events/,1,0
2019-06-16,/courses/professional-software-development/thank-you-syllabus-download/,/courses/professional-software-development/,/courses/edinburgh/,0,0
2019-06-16,/courses/professional-software-development/thank-you-syllabus-download/,/courses/professional-software-development/,/courses/professional-software-development/curriculum/,0,0
2019-06-16,/courses/professional-software-development/thank-you-syllabus-download/,/the-codeclan-experience/a-typical-day/,/the-codeclan-experience/,0,0
2019-06-16,/courses/thank-you-for-your-application/,/courses/professional-software-development/curriculum/,(entrance),0,0
2019-06-16,/data-analysis-announcement/data-analysis-thank-you-for-registering-interest/,/data-analysis-announcement/,/courses/professional-software-development/thank-you-syllabus-download/,1,1
2019-06-16,/events/info-taster-session-events/,/about-us/join-us/,/courses/professional-software-development/,0,1
2019-06-16,/events/info-taster-session-events/,/about-us/our-team/our-board/,/about-us/our-team/,0,0
2019-06-16,/events/info-taster-session-events/,/courses/professional-software-development/,/courses/professional-software-development/thank-you-syllabus-download/,0,0
2019-06-16,/updates/newsletter-thank-you/,/glasgow/,/glasgow/,0,1
2019-06-17,/courses/professional-software-development/thank-you-syllabus-download/,/courses/professional-software-development/,/courses/professional-software-development/career-support/,0,0
2019-06-17,/courses/professional-software-development/thank-you-syllabus-download/,/courses/professional-software-development/cost-and-funding/,/courses/professional-software-development/,0,0
2019-06-17,/courses/thank-you-applying-web-development/,/courses/full-stack-web-development/apply-inverness/course_application_hie_2,/courses/full-stack-web-development/apply-inverness/course_application_hie_1,0,0
2019-06-17,/courses/thank-you-for-your-application/,(entrance),(not set),0,0
2019-06-17,/courses/thank-you-for-your-application/,/courses/professional-software-development/apply/course_application_2,/courses/professional-software-development/apply/course_application_1,0,0
2019-06-17,/events/info-taster-session-events/,/courses/professional-software-development/,/courses/edinburgh/,1,0
2019-06-17,/events/info-taster-session-events/,/courses/professional-software-development/,/courses/professional-software-development/apply/,0,0
2019-06-17,/events/info-taster-session-events/,/events/,/courses/,0,0
2019-06-17,/events/info-taster-session-events/,/events/,/courses/professional-software-development/curriculum/,0,0
2019-06-17,/events/info-taster-session-events/,/events/other-events/,/events/,0,0
2019-06-17,/updates/newsletter-thank-you/,/,(entrance),0,0
2019-06-18,/blog/why-learn-coding/coding-guide-download/,/blog/why-learn-coding/,/,0,0
2019-06-18,/blog/why-learn-coding/coding-guide-download/,/blog/why-learn-coding/,/glasgow/,1,0
2019-06-18,/courses/professional-software-development/thank-you-syllabus-download/,/courses/professional-software-development/,/courses/professional-software-development/curriculum/,0,0
2019-06-18,/courses/thank-you-for-your-application/,(entrance),(not set),0,0
2019-06-18,/data-analysis-announcement/data-analysis-thank-you-for-registering-interest/,/data-analysis-announcement/,/data-analysis-announcement/data-course-application-process/,0,0
2019-06-18,/events/info-taster-session-events/,/,(entrance),0,0
2019-06-18,/events/info-taster-session-events/,/courses/professional-software-development/,/courses/professional-software-development/cost-and-funding/,0,1
2019-06-18,/events/info-taster-session-events/,/events/,/about-us/,0,1
2019-06-18,/events/info-taster-session-events/,/events/info-taster-session-events/,/data-analysis-announcement/,1,0
2019-06-19,/blog/why-learn-coding/coding-guide-download/,/blog/why-learn-coding/,/,0,0
2019-06-19,/blog/why-learn-coding/coding-guide-download/,/blog/why-learn-coding/,/courses/glasgow/,0,1
2019-06-19,/courses/professional-software-development/thank-you-syllabus-download/,/courses/professional-software-development/,(entrance),0,0
2019-06-19,/courses/professional-software-development/thank-you-syllabus-download/,/courses/professional-software-development/,/,0,1
2019-06-19,/courses/professional-software-development/thank-you-syllabus-download/,/courses/professional-software-development/,/courses/professional-software-development/curriculum/,0,0
2019-06-19,/courses/thank-you-for-joining-our-agile-for-effective-teams-course/,/courses/agile-for-effective-teams/,(entrance),1,0
2019-06-19,/courses/thank-you-for-your-application/,/courses/professional-software-development/apply/course_application_2,/courses/professional-software-development/apply/course_application_1,1,0
2019-06-19,/enquire/thank-you-for-your-enquiry/,(entrance),(not set),1,0
2019-06-19,/enquire/thank-you-for-your-enquiry/,/enquire/,/courses/professional-software-development/,0,0
2019-06-19,/events/info-taster-session-events/,/blog/meet-our-grads-alex-self-published-game-developer/,(entrance),0,1
2019-06-19,/events/info-taster-session-events/,/courses/glasgow/,/courses/,0,1
2019-06-19,/events/info-taster-session-events/,/courses/professional-software-development/,(entrance),0,0
2019-06-19,/events/info-taster-session-events/,/courses/professional-software-development/,/,0,0
2019-06-19,/events/info-taster-session-events/,/events/,/about-us/,1,0
2019-06-19,/updates/newsletter-thank-you/,/,(entrance),0,0
2019-06-19,/updates/newsletter-thank-you/,/blog/congratulations-cohort-e29-graduates/?fbclid=IwAR0iHPNLUF4IJFn5Oqqswm3jZieV7qlj4qF18uoio_m9D5D-dPsAGo13L1M,(entrance),0,0
2019-06-20,/courses/professional-software-development/thank-you-syllabus-download/,/courses/professional-software-development/,/courses/professional-software-development/application-and-dates/,0,0
